
Source                                    CommandType Synopsis
NetAdapter                                   Function Get-NetAdapterPowerManagement [[-Name] <string[]>] [-IncludeHidden] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Get-NetAdapterPowerManagement -InterfaceDes…
NetAdapter                                   Function Get-NetAdapterQos [[-Name] <string[]>] [-IncludeHidden] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Get-NetAdapterQos -InterfaceDescription <string[]> [-In…
NetAdapter                                   Function Get-NetAdapterRdma [[-Name] <string[]>] [-IncludeHidden] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Get-NetAdapterRdma -InterfaceDescription <string[]> [-…
NetAdapter                                   Function Get-NetAdapterRsc [[-Name] <string[]>] [-IPv4OperationalState <bool[]>] [-IPv6OperationalState <bool[]>] [-IPv4FailureReason <FailureReason[]>] [-IPv6FailureReason <FailureReason[]>] [-Include…
NetAdapter                                   Function Get-NetAdapterRss [[-Name] <string[]>] [-IncludeHidden] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Get-NetAdapterRss -InterfaceDescription <string[]> [-In…
NetAdapter                                   Function Get-NetAdapterSriov [[-Name] <string[]>] [-IncludeHidden] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Get-NetAdapterSriov -InterfaceDescription <string[]> …
NetAdapter                                   Function Get-NetAdapterSriovVf [[-Name] <string[]>] [-SwitchID <uint[]>] [-FunctionID <ushort[]>] [-IncludeHidden] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Get-N…
NetAdapter                                   Function Get-NetAdapterStatistics [[-Name] <string[]>] [-IncludeHidden] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Get-NetAdapterStatistics -InterfaceDescription <…
NetAdapter                                   Function Get-NetAdapterUso [[-Name] <string[]>] [-IncludeHidden] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Get-NetAdapterUso -InterfaceDescription <string[]> [-In…
NetAdapter                                   Function Get-NetAdapterVmq [[-Name] <string[]>] [-IncludeHidden] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Get-NetAdapterVmq -InterfaceDescription <string[]> [-In…
NetAdapter                                   Function Get-NetAdapterVmqQueue [[-Name] <string[]>] [-Id <uint[]>] [-IncludeHidden] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Get-NetAdapterVmqQueue -InterfaceDe…
NetAdapter                                   Function Get-NetAdapterVPort [[-Name] <string[]>] [-VPortID <uint[]>] [-SwitchID <uint[]>] [-FunctionID <ushort[]>] [-PhysicalFunction] [-IncludeHidden] [-CimSession <CimSession[]>] [-ThrottleLimit <in…
NetTCPIP                                     Function Get-NetCompartment [-CompartmentId <uint[]>] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]
NetConnection                                Function Get-NetConnectionProfile [-Name <string[]>] [-InterfaceAlias <string[]>] [-InterfaceIndex <uint[]>] [-NetworkCategory <NetworkCategory[]>] [-IPv4Connectivity <IPv4Connectivity[]>] [-IPv6Connec…
NetworkTransition                            Function Get-NetDnsTransitionConfiguration [-Adapter <CimInstance#MSFT_NetAdapter>] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]
NetworkTransition                            Function Get-NetDnsTransitionMonitoring [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]
NetEventPacketCapture                        Function Get-NetEventNetworkAdapter [[-Name] <string[]>] [-ShowInstalled] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Get-NetEventNetworkAdapter [-AssociatedPacketC…
NetEventPacketCapture                        Function Get-NetEventPacketCaptureProvider [[-SessionName] <string[]>] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Get-NetEventPacketCaptureProvider [-AssociatedEve…
NetEventPacketCapture                        Function Get-NetEventProvider [[-Name] <string[]>] [-ShowInstalled] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Get-NetEventProvider [-AssociatedEventSession <CimIn…
NetEventPacketCapture                        Function Get-NetEventSession [[-Name] <string[]>] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Get-NetEventSession [-AssociatedEventProvider <CimInstance#MSFT_NetEve…
NetEventPacketCapture                        Function Get-NetEventVFPProvider [[-SessionName] <string[]>] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Get-NetEventVFPProvider [-AssociatedEventSession <CimInstan…
NetEventPacketCapture                        Function Get-NetEventVmNetworkAdapter [[-Name] <string[]>] [-ShowInstalled] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Get-NetEventVmNetworkAdapter [-AssociatedPac…
NetEventPacketCapture                        Function Get-NetEventVmSwitch [[-Name] <string[]>] [-ShowInstalled] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Get-NetEventVmSwitch [-AssociatedPacketCaptureProvid…
NetEventPacketCapture                        Function Get-NetEventVmSwitchProvider [[-SessionName] <string[]>] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Get-NetEventVmSwitchProvider [-AssociatedEventSession …
NetEventPacketCapture                        Function Get-NetEventWFPCaptureProvider [[-SessionName] <string[]>] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Get-NetEventWFPCaptureProvider [-AssociatedEventSess…
NetSecurity                                  Function Get-NetFirewallAddressFilter [-All] [-PolicyStore <string>] [-GPOSession <string>] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Get-NetFirewallAddressFilter…
NetSecurity                                  Function Get-NetFirewallApplicationFilter [-All] [-PolicyStore <string>] [-GPOSession <string>] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Get-NetFirewallApplicati…
NetSecurity                                  Function Get-NetFirewallDynamicKeywordAddress [-All] [-PolicyStore <string>] [-AllAutoResolve] [-AllNonAutoResolve] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Get-…
NetSecurity                                  Function Get-NetFirewallInterfaceFilter [-All] [-PolicyStore <string>] [-GPOSession <string>] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Get-NetFirewallInterfaceFi…
NetSecurity                                  Function Get-NetFirewallInterfaceTypeFilter [-All] [-PolicyStore <string>] [-GPOSession <string>] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Get-NetFirewallInterfa…
NetSecurity                                  Function Get-NetFirewallPortFilter [-All] [-PolicyStore <string>] [-GPOSession <string>] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Get-NetFirewallPortFilter [-Pro…
NetSecurity                                  Function Get-NetFirewallProfile [-All] [-PolicyStore <string>] [-GPOSession <string>] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Get-NetFirewallProfile [-Name] <st…
NetSecurity                                  Function Get-NetFirewallRule [-All] [-PolicyStore <string>] [-TracePolicyStore] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Get-NetFirewallRule [-Name] <string[]> […
NetSecurity                                  Function Get-NetFirewallSecurityFilter [-All] [-PolicyStore <string>] [-GPOSession <string>] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Get-NetFirewallSecurityFilt…
NetSecurity                                  Function Get-NetFirewallServiceFilter [-All] [-PolicyStore <string>] [-GPOSession <string>] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Get-NetFirewallServiceFilter…
NetSecurity                                  Function Get-NetFirewallSetting [-All] [-PolicyStore <string>] [-GPOSession <string>] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]
NetTCPIP                                     Function Get-NetIPAddress [[-IPAddress] <string[]>] [-InterfaceIndex <uint[]>] [-InterfaceAlias <string[]>] [-AddressFamily <AddressFamily[]>] [-Type <Type[]>] [-PrefixLength <byte[]>] [-PrefixOrigin <…
NetTCPIP                                     Function 
NetworkTransition                            Function Get-NetIPHttpsConfiguration [-Profile <string[]>] [-ProfileActivated <bool[]>] [-PolicyStore <string>] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Get-NetI…
NetworkTransition                            Function Get-NetIPHttpsState [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]
NetTCPIP                                     Function Get-NetIPInterface [[-InterfaceAlias] <string[]>] [-InterfaceIndex <uint[]>] [-AddressFamily <AddressFamily[]>] [-Forwarding <Forwarding[]>] [-ClampMss <ClampMss[]>] [-Advertising <Advertising…
NetSecurity                                  Function Get-NetIPsecDospSetting [-All] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Get-NetIPsecDospSetting [-Name] <string[]> [-CimSession <CimSession[]>] [-Thrott…
NetSecurity                                  Function Get-NetIPsecMainModeCryptoSet [-All] [-PolicyStore <string>] [-GPOSession <string>] [-TracePolicyStore] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Get-Net…
NetSecurity                                  Function Get-NetIPsecMainModeRule [-All] [-PolicyStore <string>] [-GPOSession <string>] [-TracePolicyStore] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Get-NetIPsec…
NetSecurity                                  Function Get-NetIPsecMainModeSA [-All] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Get-NetIPsecMainModeSA [-Name] <string[]> [-CimSession <CimSession[]>] [-Throttle…
NetSecurity                                  Function Get-NetIPsecPhase1AuthSet [-All] [-PolicyStore <string>] [-GPOSession <string>] [-TracePolicyStore] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Get-NetIPse…
NetSecurity                                  Function Get-NetIPsecPhase2AuthSet [-All] [-PolicyStore <string>] [-GPOSession <string>] [-TracePolicyStore] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Get-NetIPse…
NetSecurity                                  Function Get-NetIPsecQuickModeCryptoSet [-All] [-PolicyStore <string>] [-GPOSession <string>] [-TracePolicyStore] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Get-Ne…
NetSecurity                                  Function Get-NetIPsecQuickModeSA [-All] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Get-NetIPsecQuickModeSA [-Name] <string[]> [-CimSession <CimSession[]>] [-Thrott…
NetSecurity                                  Function Get-NetIPsecRule [-All] [-PolicyStore <string>] [-GPOSession <string>] [-TracePolicyStore] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Get-NetIPsecRule [-I…
NetTCPIP                                     Function Get-NetIPv4Protocol [-DefaultHopLimit <uint[]>] [-NeighborCacheLimitEntries <uint[]>] [-RouteCacheLimitEntries <uint[]>] [-ReassemblyLimitBytes <uint[]>] [-IcmpRedirects <IcmpRedirects[]>] [-S…
NetTCPIP                                     Function Get-NetIPv6Protocol [-DefaultHopLimit <uint[]>] [-NeighborCacheLimitEntries <uint[]>] [-RouteCacheLimitEntries <uint[]>] [-ReassemblyLimitBytes <uint[]>] [-IcmpRedirects <IcmpRedirects[]>] [-S…
NetworkTransition                            Function Get-NetIsatapConfiguration [-IPInterface <CimInstance#MSFT_NetIPInterface>] [-PolicyStore <string>] [-GPOSession <string>] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<Common…
NetLbfo                                      Function Get-NetLbfoTeam [[-Name] <string[]>] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Get-NetLbfoTeam [-MemberOfTheTeam <CimInstance#MSFT_NetLbfoTeamMember>] [-…
NetLbfo                                      Function Get-NetLbfoTeamMember [[-Name] <string[]>] [[-Team] <string[]>] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Get-NetLbfoTeamMember [-TeamOfTheMember <CimIns…
NetLbfo                                      Function Get-NetLbfoTeamNic [[-Name] <string[]>] [[-Team] <string[]>] [-CimSession <CimSession[]>] [-ThrottleLimit <int>] [-AsJob] [<CommonParameters>]Get-NetLbfoTeamNic [-TeamOfTheTeamNic <CimInstance…
